S1,S2,S3,S4,S5
124,156,147,140,140
125,158,148,142,141
122,154,146,141,139
122,153,144,139,137
121,159,142,138,136
119,150,140,137,134
117,147,138,135,130
117,147,137,135,131
116,145,136,134,130
111,140,131,129,125
115,143,134,132,128
104,138,132,132,126
113,141,131,131,126
107,135,126,125,120
112,138,129,130,124
111,137,128,129,123
110,136,128,129,122
110,136,127,127,121
109,135,126,128,121
109,133,124,126,118
108,133,124,127,119
103,125,116,123,112
103,119,110,117,106
111,128,116,133,116
125,142,128,151,131
134,149,135,163,140
141,156,139,171,146
148,162,144,180,153
159,170,150,191,161
172,182,159,204,171
190,197,170,220,184
208,214,182,235,196
228,234,198,253,213
250,258,217,272,234
269,287,234,288,251
285,298,250,301,267
298,314,271,312,280
310,335,275,321,292
319,338,285,328,300
327,348,294,335,309
333,354,299,339,315
340,362,307,345,322
345,367,313,349,327
349,372,318,353,332
353,377,322,356,336
356,380,326,359,340
367,383,329,361,343
361,386,333,364,346
362,384,332,362,345
364,389,336,366,349
365,392,339,367,352
369,394,342,370,355
371,396,344,371,356
372,397,346,372,358
373,399,347,373,360
374,400,348,374,361
375,401,350,375,362
375,401,350,375,362
376,402,351,375,363
377,403,353,377,366
379,404,355,378,366
379,405,356,378,367
380,406,357,378,367
381,407,358,380,369
381,408,359,380,370
382,408,359,381,371
383,409,360,381,371
383,409,361,382,372
383,410,362,382,373
384,410,362,383,373
384,411,363,383,374
385,411,364,384,375
386,412,365,384,376
386,413,365,385,376
383,412,365,384,375
386,412,365,384,376
386,413,366,385,377
387,414,367,386,378
388,414,368,386,378
388,415,368,386,379
388,423,369,386,379
389,415,369,387,380
388,416,369,387,380
387,414,368,385,379
387,414,368,385,379
388,416,370,387,380
389,415,370,386,379
389,416,370,387,380
388,416,370,387,381
389,416,371,387,381
389,416,371,387,381
389,416,371,387,381
388,415,370,386,380
389,416,371,387,381
389,416,371,387,381
389,416,371,387,381
389,416,371,387,382
389,417,372,387,382
389,416,372,387,382
389,416,372,387,382
385,414,371,386,381
389,416,372,387,382
388,416,372,387,382
389,416,373,387,382
389,416,372,387,382
389,416,373,386,382
389,417,373,387,383
389,417,373,387,383
389,417,373,387,391
389,417,373,387,383
390,417,374,388,384
389,417,374,387,384
389,417,374,387,384
389,417,374,387,383
389,417,374,387,383
389,417,374,387,384
390,418,374,388,384
388,416,373,386,382
389,417,374,387,383
389,417,374,387,383
390,418,375,387,384
389,417,374,387,384
389,417,374,387,384
388,417,374,387,384
388,417,374,386,383
388,416,374,386,383
387,415,373,385,382
388,416,374,386,383
388,416,374,386,383
387,415,374,386,383
387,416,374,386,383
387,415,374,386,383
387,416,373,386,391
387,416,373,384,391
387,416,374,386,383
387,416,374,385,383
387,415,374,385,383
387,416,373,385,383
387,416,373,385,383
387,416,373,385,383
385,414,372,384,382
385,415,372,384,382
386,416,373,385,383
384,414,371,383,381
385,414,372,384,382
385,414,371,383,382
386,415,373,384,382
386,415,373,384,382
386,415,373,391,381
385,414,373,384,382
385,414,373,384,382
385,415,373,384,382
384,413,372,383,380
383,413,371,384,382
385,415,373,384,382
386,415,373,384,382
385,415,373,384,382
385,414,373,384,382
385,414,373,384,382
385,414,372,383,382
385,414,372,383,382
384,413,371,382,381
385,414,372,383,382
385,414,373,384,382
385,415,373,384,382
385,414,373,384,382
385,415,372,384,382
385,414,373,383,382
385,414,373,383,382
382,412,370,382,380
384,414,372,391,382
383,413,371,382,381
391,413,371,383,382
384,413,372,382,381
383,413,372,382,381
383,413,372,382,381
383,413,371,382,381
383,413,371,382,381
382,411,370,381,379
383,413,371,382,381
383,413,371,382,381
382,413,371,381,380
382,412,371,381,380
382,412,371,381,380
382,412,371,381,380
382,412,371,381,380
382,411,370,380,378
382,412,371,381,380
381,410,369,380,379
382,412,371,381,380
382,412,371,381,380
381,411,369,380,380
381,412,370,381,380
382,412,370,381,380
381,412,370,380,380
380,410,369,379,379
380,410,369,379,380
380,410,369,380,379
381,411,370,380,379
381,411,370,380,379
380,411,370,379,378
380,410,370,379,379
380,410,369,379,379
380,410,369,379,379
379,409,368,378,377
380,410,369,379,379
380,410,369,379,379
380,410,368,379,379
380,411,369,380,379
380,411,369,379,379
380,410,369,378,378
380,410,369,379,379
378,408,375,377,376
380,410,369,379,378
379,409,368,378,378
380,410,369,379,379
380,410,369,379,378
380,410,369,379,378
380,410,369,379,378
380,410,369,379,378
380,410,369,379,378
378,409,368,378,377
378,410,369,379,378
379,410,369,379,378
379,410,369,378,378
379,410,369,378,378
379,409,368,378,378
379,409,368,378,378
378,409,368,378,378
379,409,368,377,376
377,408,375,377,376
378,409,368,377,377
378,409,368,378,377
378,409,368,378,377
377,408,375,377,377
378,409,368,377,377
378,408,368,377,377
378,409,368,377,377
376,408,367,376,376
378,408,368,377,377
