S1,S2,S3,S4,S5
230,287,255,264,274
230,287,255,264,275
233,289,257,266,276
233,289,257,266,277
232,289,257,266,277
233,289,257,265,277
233,289,257,266,277
232,286,257,260,276
231,287,255,263,274
233,289,257,266,277
230,287,255,264,275
230,287,255,264,275
232,289,257,266,277
233,289,257,266,277
233,289,257,266,277
233,289,257,266,277
233,289,257,266,277
230,287,255,264,275
230,287,255,264,275
231,288,256,266,277
233,289,257,266,277
222,280,246,254,267
219,277,244,253,265
222,279,246,254,266
220,278,245,253,266
221,279,246,254,266
222,279,245,254,266
221,279,246,254,267
221,279,246,254,267
222,287,245,254,267
222,279,246,254,267
220,278,244,252,265
222,280,246,255,267
222,280,246,255,267
222,280,246,254,267
222,280,246,254,267
222,280,246,254,267
222,280,246,254,267
222,280,246,254,267
221,279,245,253,264
219,278,244,252,265
220,279,246,253,266
222,280,246,254,267
222,280,246,254,267
222,279,246,254,267
222,280,246,254,267
222,280,246,255,267
222,280,246,254,267
219,278,244,252,265
219,278,244,252,265
221,279,245,253,266
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,253,267
222,280,246,255,267
220,278,244,253,265
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
221,287,245,255,267
222,280,246,255,267
222,287,244,252,265
222,280,246,255,267
220,278,245,254,266
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,254,267
219,278,244,252,265
219,278,243,252,267
221,280,246,254,267
222,280,246,254,267
222,280,246,254,267
222,280,246,254,267
222,280,246,254,267
222,280,246,254,267
221,279,245,254,267
219,278,244,252,265
222,280,246,255,267
222,279,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,254,267
222,280,246,254,267
222,280,246,255,267
220,278,244,252,265
220,278,244,253,265
220,277,245,254,266
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,287,246,255,267
222,280,246,255,266
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,268
222,280,247,255,268
222,280,247,254,265
220,279,244,253,265
223,280,247,263,268
223,281,246,263,268
223,281,247,255,268
223,280,247,263,268
223,280,247,255,268
222,281,247,263,268
222,281,247,255,268
220,278,244,253,265
220,278,244,253,266
221,279,245,254,267
222,280,246,255,268
222,280,246,255,268
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,245,254,266
220,278,244,253,265
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,266
222,280,246,255,267
222,280,246,255,267
222,280,246,254,266
222,280,246,255,267
221,279,245,255,267
222,280,246,255,267
223,281,246,263,267
222,281,247,255,267
222,280,246,255,268
222,280,246,255,267
222,280,246,255,267
221,279,245,255,267
222,279,245,254,266
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
220,278,244,253,265
220,279,244,253,265
220,278,244,253,265
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,267
222,280,246,255,268
222,280,247,263,268
222,280,247,255,268
221,278,244,253,265
223,281,247,255,268
222,280,246,254,267
223,281,246,255,268
223,281,247,255,268
223,281,247,255,268
223,281,247,255,268
223,281,247,255,267
222,280,246,255,268
219,278,244,253,266
223,281,247,255,268
222,280,247,255,268
222,280,246,255,268
222,281,246,263,266
222,280,246,255,267
222,280,247,255,267
222,280,246,255,267
223,281,246,254,266
223,281,246,263,268
223,279,245,254,267
222,280,247,255,268
223,280,246,263,267
223,281,247,255,268
223,281,247,255,268
223,281,247,256,268
223,281,247,256,268
220,279,245,253,266
219,278,244,252,265
222,280,246,255,268
223,281,247,255,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
220,279,245,254,266
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
222,279,246,253,265
231,281,255,256,268
222,280,246,255,267
231,281,247,263,267
222,281,246,255,267
223,281,247,256,268
223,281,247,256,268
223,281,255,256,268
223,281,247,256,268
222,280,247,256,268
223,281,247,256,268
223,281,255,256,268
223,281,255,256,268
231,281,247,256,268
223,281,247,256,269
231,281,247,256,268
223,281,247,256,268
223,281,247,255,267
223,282,247,256,268
223,280,246,256,268
223,281,255,256,268
223,281,255,256,268
222,280,246,263,268
223,281,247,256,268
223,281,255,256,268
223,281,247,256,268
222,280,246,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
223,281,247,256,268
222,281,247,256,268
223,281,247,256,268
220,279,245,254,266
223,281,247,256,268
