S1,S2,S3,S4,S5
267,148,159,137,193
267,150,161,140,192
264,149,160,139,190
263,148,159,138,191
261,147,158,138,189
258,145,157,136,187
255,143,154,134,184
246,134,145,125,174
246,134,147,125,175
246,137,149,129,178
247,138,150,132,180
247,139,150,131,178
244,137,148,131,177
243,137,148,130,176
241,136,147,129,175
240,135,147,129,173
239,134,146,128,172
237,133,145,127,171
236,133,144,127,170
234,132,144,125,168
233,131,143,126,168
235,130,145,126,162
234,128,135,127,165
234,126,142,126,163
243,133,149,135,171
259,137,156,140,176
278,146,168,151,189
295,154,179,161,201
314,163,190,170,214
333,173,202,180,227
350,183,214,192,242
365,192,224,201,254
375,198,230,205,261
384,204,236,213,271
391,211,243,218,277
397,217,248,222,282
402,221,252,225,286
406,224,255,227,289
409,226,257,229,291
411,228,259,230,294
413,230,259,239,294
413,229,259,230,295
415,232,261,232,297
415,232,261,231,297
416,233,262,232,298
417,233,262,232,298
417,233,262,231,298
419,235,263,233,300
420,236,264,234,300
419,234,262,232,299
420,237,265,234,302
422,237,265,234,302
423,238,266,235,303
424,238,266,235,303
424,239,267,236,304
425,239,267,236,305
425,240,267,236,305
425,240,267,236,305
424,237,265,234,303
423,237,265,235,311
424,238,265,234,303
425,240,267,236,305
425,240,267,236,305
424,240,267,235,305
424,240,266,235,304
425,240,266,235,304
425,240,267,235,304
424,240,266,234,304
424,239,266,234,302
424,247,266,233,303
424,239,265,233,303
425,240,266,234,304
425,240,267,234,303
425,240,267,235,305
426,241,267,235,305
425,239,265,232,304
425,239,265,233,304
424,239,265,233,303
425,241,267,235,305
426,241,267,234,305
425,240,266,234,304
425,240,266,234,304
424,240,266,234,303
425,240,266,234,304
423,238,264,223,302
424,240,264,232,302
424,240,265,233,303
424,240,265,234,311
424,240,265,233,311
424,240,265,233,303
423,240,265,233,303
424,239,265,233,303
424,240,265,233,301
431,240,265,233,303
422,238,263,232,302
422,239,264,232,302
421,238,263,232,302
422,239,263,232,302
422,239,264,232,302
422,239,264,232,302
422,239,264,232,302
422,237,262,230,301
422,237,262,230,301
422,238,263,232,303
423,239,264,232,302
422,239,264,232,302
422,239,263,232,302
422,238,263,231,301
421,238,263,231,301
421,238,263,231,301
421,238,263,232,301
421,238,263,232,301
422,238,271,232,302
421,238,271,232,302
421,238,263,231,301
421,238,263,231,300
421,238,263,239,300
421,238,263,231,301
416,234,258,227,299
418,236,261,229,299
419,237,261,229,299
420,238,262,230,299
420,238,262,230,300
420,237,262,230,300
420,237,262,230,300
420,237,262,230,300
420,238,262,230,301
420,238,262,230,301
420,237,262,230,301
420,238,262,230,301
420,238,262,230,301
420,238,262,230,301
420,237,262,230,301
419,237,262,230,300
420,237,262,229,299
419,237,261,229,298
418,235,259,227,297
418,236,260,228,298
418,236,260,229,298
416,235,259,228,298
417,236,260,228,297
417,236,260,228,297
417,235,260,228,297
417,236,260,228,297
416,233,258,226,296
416,234,258,226,296
416,235,259,229,298
418,236,260,228,297
418,236,260,229,298
418,236,260,229,298
418,236,261,229,298
418,236,261,229,298
418,237,261,228,298
417,234,259,227,296
418,236,260,228,297
418,236,261,229,298
418,236,260,229,298
418,236,260,229,298
418,236,260,228,297
417,236,260,229,298
417,236,260,229,297
416,234,258,226,295
415,233,257,226,295
416,235,258,227,296
416,236,259,229,297
416,235,259,228,297
416,235,259,228,297
416,235,259,228,296
416,235,259,228,297
415,235,259,228,296
413,233,257,226,296
413,234,257,226,294
413,234,257,226,294
412,233,257,225,294
413,233,257,225,294
413,233,257,226,294
414,233,257,226,295
414,234,257,226,294
414,234,258,227,303
413,232,256,225,294
415,234,258,227,296
415,234,258,228,296
414,234,258,227,296
415,234,258,227,295
414,234,258,227,295
414,234,258,227,295
414,234,258,227,295
412,231,255,224,293
412,231,255,224,292
412,233,256,225,291
413,234,257,226,294
413,233,257,227,294
413,234,257,226,294
413,234,257,226,294
413,234,257,226,294
411,233,256,226,293
410,230,254,223,291
412,233,256,225,293
411,233,256,225,293
411,232,256,225,293
411,232,256,225,293
411,232,255,224,292
411,233,256,225,293
412,233,256,226,293
412,232,256,225,291
413,233,257,227,294
412,233,256,227,294
412,233,257,227,294
412,233,256,226,293
412,233,256,226,294
412,233,256,226,293
412,233,256,226,294
412,233,256,226,294
411,231,254,224,292
410,231,254,224,291
410,232,255,226,293
411,232,256,226,292
410,232,255,225,292
410,232,255,225,292
410,232,255,225,292
410,232,255,224,292
410,232,255,225,292
410,232,255,225,293
411,232,256,226,293
411,233,256,226,293
411,233,256,226,293
411,233,256,226,293
411,232,256,226,293
410,232,255,225,292
411,232,255,226,292
410,231,255,222,290
411,232,255,225,292
410,231,254,224,291
410,232,255,225,292
410,232,255,225,292
410,232,255,225,291
410,232,255,225,291
409,232,255,225,291
409,232,255,225,291
410,232,255,224,290
