S1,S2,S3,S4,S5
208,245,242,221,237
206,243,240,221,235
203,238,235,218,230
195,231,228,210,223
197,232,229,212,225
193,228,225,209,221
191,226,222,207,218
190,224,221,206,217
188,221,218,204,214
183,217,214,200,210
184,217,214,201,210
183,215,212,199,208
181,213,210,198,207
179,211,209,197,205
178,210,207,196,203
177,208,205,194,202
183,206,204,193,200
174,205,202,193,199
173,203,201,191,197
172,202,199,189,195
170,201,198,189,195
368,387,355,361,362
374,393,361,365,370
380,401,368,372,376
385,406,374,376,381
390,411,379,380,386
391,414,382,383,389
394,416,385,384,399
396,418,388,385,393
396,419,388,387,395
397,421,390,387,396
396,420,391,388,397
398,421,392,388,397
398,421,392,388,398
399,422,393,389,399
399,422,394,389,399
400,423,395,390,400
400,423,395,390,400
400,430,396,389,401
400,423,396,389,400
400,423,396,389,400
399,423,395,389,400
399,423,396,390,401
399,423,396,390,401
399,423,396,390,402
399,423,397,390,402
400,423,397,390,402
400,422,397,390,402
398,422,396,389,401
398,422,396,389,401
398,422,396,390,402
398,422,397,389,402
398,422,397,389,401
397,421,396,388,401
397,421,396,388,401
397,420,396,388,400
397,420,395,388,400
395,419,394,386,399
396,420,395,387,400
396,420,395,387,400
396,420,395,387,400
396,420,395,387,400
396,420,395,387,400
396,420,396,387,401
395,419,395,386,400
394,418,394,385,397
396,419,395,387,400
395,418,394,386,399
396,419,395,387,400
395,419,395,387,400
395,419,395,387,400
395,419,395,387,400
395,419,395,386,400
395,419,395,386,400
394,419,395,386,400
394,418,394,386,399
393,417,394,385,399
393,417,394,385,399
392,417,393,384,398
392,416,393,384,398
392,416,393,384,398
392,416,393,384,398
392,416,392,391,396
391,415,392,384,398
390,414,391,383,397
392,416,393,384,398
392,416,393,384,398
390,416,392,383,398
399,415,392,383,397
391,415,392,391,397
390,415,392,383,397
389,413,390,381,395
388,413,390,382,396
388,413,391,381,396
388,413,390,381,395
387,412,389,380,394
387,412,389,379,394
387,412,389,380,394
386,411,389,380,394
386,411,388,379,393
386,411,388,379,393
386,411,388,379,393
385,410,387,379,393
386,411,388,379,393
386,410,388,379,393
386,410,388,379,393
385,410,388,379,393
385,410,387,378,393
383,408,386,377,391
384,409,386,377,391
384,409,386,377,392
385,410,387,378,393
385,410,387,378,392
385,410,387,378,392
385,410,387,378,392
385,410,387,378,392
384,409,387,378,392
383,408,385,376,391
383,408,385,376,390
383,408,386,377,391
383,408,385,376,391
382,408,385,376,390
382,407,385,376,390
382,407,385,383,390
382,407,385,376,390
382,407,384,375,390
379,404,382,374,388
381,406,384,374,389
380,406,383,374,389
380,406,383,374,388
380,405,383,374,388
376,404,382,373,388
379,404,382,373,387
379,404,382,373,387
377,403,381,372,386
378,403,380,372,386
378,403,381,372,386
380,405,382,374,387
380,405,382,374,388
380,405,382,374,388
380,405,382,374,388
380,405,382,374,388
380,405,382,374,388
379,404,381,373,386
379,405,382,373,387
379,405,382,372,387
379,404,382,373,387
379,404,382,373,387
379,404,382,373,387
378,404,381,372,387
378,403,381,372,386
378,402,381,371,385
377,403,381,372,386
377,403,380,371,386
377,403,380,372,386
377,403,380,372,386
377,403,380,372,386
377,402,380,371,385
376,402,380,371,385
376,402,379,371,385
383,401,378,370,383
383,401,378,370,384
375,401,379,370,385
377,402,380,371,385
377,402,379,371,385
377,402,379,371,385
376,402,379,371,385
376,402,379,371,384
376,401,379,370,384
373,407,376,368,381
375,401,378,369,383
374,400,378,369,391
374,400,377,369,383
374,400,377,369,383
374,400,377,369,383
373,399,377,369,382
373,399,377,368,382
372,398,375,367,378
372,398,375,367,381
372,397,375,368,382
373,398,376,368,382
372,398,376,368,381
372,398,376,367,381
372,398,376,367,380
372,398,376,368,381
372,398,376,368,381
371,397,375,368,381
373,398,376,368,381
372,398,383,367,380
372,398,376,368,381
372,398,376,368,381
372,398,376,368,381
372,398,376,368,381
372,398,375,368,381
372,398,375,366,379
370,396,374,366,379
371,397,375,367,379
371,397,374,367,380
371,397,375,367,380
371,397,374,366,380
371,397,374,366,380
371,397,374,367,380
371,397,374,366,380
369,395,373,365,378
370,396,373,366,379
369,395,372,365,379
370,396,373,366,379
370,396,373,365,378
370,396,373,366,379
370,396,373,366,379
370,396,373,366,379
370,396,373,366,379
371,397,374,366,379
371,397,374,367,380
371,397,374,367,380
371,397,374,367,380
371,397,374,366,379
370,397,374,366,379
370,396,373,366,379
370,395,373,366,379
367,393,371,364,377
369,396,373,365,378
368,394,371,364,377
368,395,372,364,377
368,395,372,364,377
368,394,372,364,377
367,394,371,363,377
368,395,372,364,377
375,393,371,363,376
368,394,371,364,377
367,394,371,364,377
367,394,371,363,376
367,393,371,363,376
375,394,371,363,376
366,394,371,364,376
368,394,371,364,377
368,394,371,364,377
367,393,369,362,375
375,394,370,363,376
369,394,371,365,377
