S1,S2,S3,S4,S5
223,251,256,234,255
223,251,256,235,255
221,249,254,234,253
220,255,252,233,251
217,245,249,230,249
216,244,248,230,247
215,242,247,229,246
214,240,245,228,244
212,239,243,227,243
211,237,242,226,241
210,236,240,224,240
208,234,239,223,238
206,232,237,222,236
203,230,235,219,234
200,227,232,216,231
197,224,229,212,227
194,221,226,209,224
189,216,221,203,216
185,212,218,201,216
184,210,216,201,214
183,210,215,199,213
379,394,379,369,385
379,395,380,369,385
385,401,386,374,391
387,405,390,376,394
390,406,392,378,397
390,407,394,378,398
391,410,396,379,399
392,409,396,380,400
394,411,399,382,401
394,412,399,382,403
393,411,399,381,402
393,411,407,381,403
393,411,400,381,403
394,412,401,382,404
394,412,401,382,404
394,412,401,382,404
394,411,401,382,404
394,412,401,382,404
394,411,401,382,404
392,410,400,381,403
393,411,401,382,404
393,411,400,381,404
393,411,401,382,405
393,411,401,381,404
393,411,401,381,404
393,410,401,381,404
392,411,401,381,405
392,410,401,380,403
399,409,400,380,403
392,410,401,380,403
392,410,401,381,404
391,409,400,380,403
392,410,401,381,404
391,410,401,381,404
399,409,401,380,404
391,409,401,380,403
389,408,407,379,402
389,407,399,378,402
389,415,407,379,402
390,408,400,379,403
389,408,400,379,403
389,408,399,379,403
389,407,399,379,402
389,407,399,379,402
389,407,399,379,402
388,407,399,378,402
388,407,399,378,402
388,415,407,378,402
388,415,399,378,402
388,415,407,378,402
388,407,407,378,402
388,407,399,378,402
388,406,399,378,402
386,405,397,375,400
387,406,398,377,401
385,405,398,376,400
387,406,398,377,401
386,406,398,377,401
386,405,398,377,401
386,405,397,377,400
386,405,397,376,400
385,405,397,375,400
384,403,396,375,399
384,403,395,376,400
384,404,396,375,399
384,404,396,382,398
384,404,396,375,399
384,404,396,375,399
384,404,396,383,407
384,403,396,375,399
384,403,395,375,399
382,402,394,373,397
383,403,395,374,398
383,402,395,374,398
383,402,394,374,398
382,402,394,374,398
383,402,394,374,398
382,402,394,374,397
382,402,394,373,397
380,400,390,372,396
380,400,393,372,396
382,402,394,372,396
382,401,394,373,397
381,401,394,373,397
381,401,393,373,397
381,401,393,372,396
381,401,393,372,396
381,401,393,372,396
380,400,393,372,396
380,400,393,372,396
380,400,392,372,395
380,400,392,372,395
379,400,392,371,395
379,400,392,371,395
379,399,392,371,395
379,399,391,371,395
379,407,390,370,392
379,399,391,371,394
377,397,390,370,394
379,399,391,371,395
379,399,391,371,395
379,399,391,371,395
379,398,390,370,394
378,399,391,371,394
378,399,391,371,394
377,398,390,371,394
378,398,390,370,394
378,398,390,370,394
377,398,390,370,393
377,398,390,370,393
377,398,390,370,393
377,398,389,369,393
377,397,389,369,393
377,397,389,368,391
383,396,388,368,391
376,397,389,369,391
376,397,389,369,392
376,397,389,369,392
376,397,388,369,392
376,397,388,369,392
375,396,387,368,391
375,395,387,367,391
374,395,387,367,390
374,395,387,367,390
374,395,387,368,391
375,396,388,368,399
374,395,387,368,399
375,396,386,368,391
375,396,388,368,399
375,396,388,368,391
375,396,387,368,391
375,396,387,368,391
374,396,387,368,391
374,396,387,367,391
374,395,387,367,390
374,395,387,367,390
374,395,387,367,390
374,395,387,375,390
374,395,387,375,390
373,393,384,365,388
372,394,385,366,389
373,394,385,367,390
373,394,386,366,389
373,394,386,366,389
373,394,385,366,389
372,393,384,366,389
372,394,385,366,389
372,393,385,365,389
371,392,384,366,388
372,393,385,365,388
371,393,385,365,388
371,393,384,365,388
371,393,384,365,388
371,393,384,365,388
371,393,384,365,388
371,393,384,365,388
371,393,384,365,387
370,392,383,363,386
371,393,384,365,387
371,392,384,365,387
371,392,384,364,387
370,392,383,364,387
370,392,383,364,387
370,392,391,364,387
369,399,383,364,386
367,391,382,363,385
369,392,383,364,386
369,390,381,364,386
369,391,382,364,386
369,391,382,364,386
369,391,382,363,386
369,399,382,363,386
369,391,382,363,385
369,391,382,363,385
367,390,381,362,384
369,391,382,363,385
369,391,382,363,385
369,391,381,363,385
369,391,382,363,385
369,399,382,363,385
369,399,382,363,385
369,391,382,363,385
366,389,379,361,383
366,389,379,361,383
367,390,380,363,385
368,390,381,363,385
368,390,381,362,384
368,390,381,363,384
368,390,381,362,384
368,390,381,362,384
368,390,381,362,384
367,389,380,362,384
368,390,381,362,384
368,390,380,362,384
367,390,380,362,384
367,390,380,362,384
367,390,380,362,384
367,390,380,362,384
367,390,380,362,384
375,390,380,361,383
366,388,379,360,382
375,389,380,362,383
366,389,379,361,382
367,389,380,362,391
367,389,379,361,391
367,389,379,361,391
366,389,379,361,383
366,389,379,361,383
365,388,378,360,382
366,389,379,361,383
365,388,378,360,382
366,389,379,361,383
366,389,379,361,382
365,389,379,361,382
366,389,379,361,382
366,389,379,361,382
366,389,379,361,382
365,387,377,359,381
366,388,378,361,382
