S1,S2,S3,S4,S5
168,209,194,186,186
164,204,190,182,184
156,197,183,175,177
151,191,177,170,170
147,185,172,164,165
142,180,166,160,160
138,175,162,156,155
135,171,158,152,151
131,167,154,149,147
124,160,147,143,141
126,161,148,144,141
124,157,144,140,138
122,155,142,139,136
120,151,138,136,133
118,150,138,127,131
117,148,136,134,130
115,146,134,132,128
113,143,131,128,124
112,142,130,129,124
109,138,128,127,122
110,139,127,127,121
108,135,123,124,117
96,131,120,121,114
101,129,118,119,112
104,132,119,121,113
119,142,126,142,125
135,155,137,160,141
146,165,145,174,152
158,176,153,187,162
174,189,163,202,173
190,204,174,217,186
205,219,184,230,197
218,232,197,243,210
232,246,207,253,220
246,261,220,267,235
256,273,229,276,243
269,286,240,287,256
281,299,251,296,267
292,310,260,305,277
302,321,269,313,286
310,330,277,320,294
317,338,284,326,301
323,344,290,331,307
328,349,295,334,319
332,355,300,338,316
336,359,304,341,320
339,362,308,344,324
342,366,311,347,327
345,369,314,349,330
347,371,317,350,332
349,373,320,359,333
351,375,322,354,337
353,376,323,355,338
355,379,326,357,341
356,381,328,358,342
357,382,329,359,344
359,383,330,360,345
360,385,332,361,346
361,386,334,362,348
361,386,333,362,348
362,387,334,362,349
364,389,337,364,359
365,390,338,364,359
365,391,339,366,353
366,390,340,366,354
366,391,340,366,354
367,393,342,367,355
368,393,342,368,356
367,392,342,367,355
368,394,344,368,357
369,394,344,369,357
369,395,345,369,358
370,395,346,369,359
370,396,346,369,367
370,396,347,370,359
371,397,347,370,360
370,396,345,368,358
371,397,348,370,360
371,397,347,369,360
371,397,349,371,361
371,398,349,371,361
372,398,349,370,361
372,398,350,371,362
372,398,350,371,362
372,398,350,371,362
371,397,349,370,361
370,396,350,371,363
372,399,351,371,363
372,399,350,371,363
372,399,351,371,363
372,398,351,371,363
372,399,359,371,363
372,399,351,371,363
372,407,352,371,362
371,398,350,370,362
372,399,352,371,364
373,399,352,371,364
373,400,352,371,364
373,400,353,371,364
373,400,353,371,364
372,400,353,371,364
373,400,353,371,365
371,399,352,370,363
371,399,352,370,363
373,399,352,370,364
373,400,353,370,364
373,400,354,371,365
373,400,354,372,365
373,400,354,371,365
373,400,354,372,365
373,400,354,372,366
373,401,354,372,366
373,401,354,371,366
373,400,354,371,366
373,400,354,371,366
373,400,354,371,366
372,400,355,371,366
372,400,354,371,366
372,400,355,371,366
371,399,353,370,365
371,407,353,370,364
371,398,353,370,365
372,400,355,371,365
372,400,354,371,365
372,400,354,370,365
372,400,355,370,364
371,400,355,371,366
372,400,355,371,366
371,399,353,369,364
370,398,353,371,366
371,399,354,371,366
372,400,355,371,366
372,400,355,371,366
372,400,355,370,366
372,400,355,371,366
372,400,355,371,366
372,400,355,370,366
371,400,355,370,366
372,400,355,370,366
372,400,355,371,366
372,400,355,371,366
371,400,355,370,366
372,400,355,370,366
372,400,355,370,365
372,400,355,370,366
369,397,353,369,363
371,400,355,370,366
370,399,354,369,365
370,399,355,370,366
371,400,355,370,366
371,400,355,370,366
371,399,355,370,366
371,399,355,369,365
371,399,355,369,365
369,398,354,368,364
371,399,355,370,366
371,399,355,370,366
371,400,355,370,366
371,399,355,370,366
371,400,355,370,366
371,400,355,370,366
371,400,355,370,366
371,400,354,369,363
371,400,355,370,366
370,399,354,369,365
371,400,355,370,366
371,400,355,370,366
370,400,355,370,366
371,400,356,370,365
371,400,355,370,365
371,400,355,370,366
370,399,355,369,365
371,400,356,370,366
371,400,356,369,366
370,399,355,369,366
370,399,355,369,366
370,399,355,369,365
370,399,355,369,366
370,399,355,369,366
370,398,355,368,364
370,407,355,369,366
370,399,354,367,365
370,399,355,369,366
370,399,355,369,366
370,399,355,369,366
370,399,355,369,366
370,399,355,369,366
370,407,355,369,365
369,398,354,368,366
370,399,355,369,366
370,407,355,369,365
370,399,355,369,365
369,399,355,368,365
368,398,354,367,364
369,398,354,368,365
369,398,354,368,365
369,398,354,368,365
368,397,353,367,364
369,398,355,368,365
369,398,355,368,365
368,399,354,367,364
369,399,355,368,365
369,398,355,368,365
369,399,354,368,365
368,398,354,368,365
366,396,352,366,363
367,397,353,366,363
368,398,353,367,364
368,398,354,368,365
368,398,354,367,365
368,398,354,366,360
368,398,354,375,365
367,397,353,366,363
368,398,354,367,365
375,397,353,366,363
367,397,353,366,363
367,397,353,367,364
368,398,354,367,365
368,398,354,367,365
368,398,354,367,365
368,398,354,367,365
368,398,354,368,365
368,398,354,368,365
375,397,353,366,363
368,398,354,367,365
368,398,354,368,365
368,398,354,367,365
368,398,354,375,364
368,398,354,375,364
367,397,353,375,364
368,398,354,367,364
366,397,353,365,362
368,398,354,367,364
367,397,354,366,363
368,398,354,367,364
368,397,354,367,364
368,397,354,367,364
367,396,353,367,364
367,397,354,366,364
367,397,354,366,364
