S1,S2,S3,S4,S5
186,228,251,219,218
189,230,252,220,219
187,228,251,220,218
188,229,251,219,218
187,228,251,219,218
187,228,250,218,217
186,227,249,218,217
187,227,250,218,217
186,227,249,218,217
184,224,247,215,214
186,227,249,217,216
186,226,249,217,216
186,226,248,216,216
185,226,248,216,216
185,225,248,216,215
185,225,247,215,215
185,225,247,215,215
185,225,246,214,214
182,223,245,213,213
184,225,246,215,215
184,224,246,214,215
312,346,380,355,327
311,344,379,354,328
313,347,382,357,329
314,347,382,357,329
314,349,382,358,330
314,349,383,358,330
313,348,382,358,329
314,349,382,359,330
314,348,383,367,330
314,349,383,359,330
314,350,383,367,330
313,349,383,359,330
313,349,382,359,330
314,349,383,359,329
314,349,383,359,329
313,349,391,359,329
313,349,382,359,329
313,349,383,367,329
310,344,378,356,326
311,348,381,358,328
312,348,381,359,327
312,349,382,358,329
312,348,381,358,328
312,348,381,358,328
312,348,381,358,328
312,348,381,357,328
310,347,380,357,327
311,347,380,357,326
311,347,380,357,328
311,347,380,357,327
310,346,379,357,327
310,347,379,356,327
310,347,379,356,327
310,347,378,356,327
309,346,379,356,326
309,346,378,356,326
309,346,378,355,326
309,346,378,355,326
308,345,377,355,325
308,345,377,355,325
308,345,377,354,325
308,345,377,354,325
307,345,377,354,325
307,345,376,354,325
306,341,373,350,321
305,343,383,352,324
305,343,375,353,324
307,344,376,353,324
306,344,376,353,324
306,343,375,353,324
307,351,375,352,324
306,343,375,352,324
305,351,374,352,324
304,342,373,351,322
305,343,374,352,323
305,343,374,352,323
305,343,374,351,323
305,343,374,351,323
305,343,374,351,323
305,343,373,351,323
305,342,374,351,323
305,342,373,350,323
303,341,372,350,321
304,342,373,351,322
304,342,373,350,322
304,342,372,350,322
304,341,372,350,322
303,341,372,350,322
303,341,371,349,321
303,341,372,350,322
301,339,370,349,321
303,341,372,349,322
302,340,371,348,322
311,341,372,349,322
311,341,372,349,322
303,341,371,349,322
302,340,371,348,321
302,340,371,348,321
302,340,371,348,321
300,339,370,347,320
302,340,371,348,321
302,340,371,348,321
302,339,371,348,321
302,340,371,348,321
302,340,371,348,321
301,340,370,347,320
301,340,370,347,320
301,339,369,345,319
300,338,369,346,319
301,339,370,345,319
301,339,370,346,320
301,339,370,347,320
300,339,369,347,320
301,339,370,347,320
301,339,370,346,320
300,339,370,346,320
299,338,369,345,319
300,339,370,346,320
301,339,369,347,320
301,339,369,347,320
300,339,369,346,320
300,339,369,346,320
300,339,369,346,320
300,339,369,346,320
300,339,369,346,320
300,339,369,346,320
299,338,368,345,319
300,338,369,346,320
300,338,368,345,319
300,338,369,345,320
299,338,369,345,319
299,338,368,345,319
299,338,368,345,327
296,336,367,344,318
298,338,368,344,319
298,337,367,344,318
299,338,368,345,327
299,338,368,344,327
299,338,368,344,319
299,338,367,344,319
299,338,368,344,319
299,338,368,345,319
297,337,366,343,318
299,338,367,344,319
299,338,367,344,319
299,338,368,345,319
299,338,368,345,319
299,338,368,345,327
298,338,368,344,319
299,338,367,344,319
298,336,366,343,317
297,336,366,343,318
298,337,375,343,319
298,337,367,344,318
298,337,367,344,318
298,337,367,344,319
298,337,367,344,318
298,337,375,343,318
298,337,366,343,318
297,336,365,351,318
297,337,366,343,318
297,337,366,351,318
297,337,366,343,318
297,337,366,343,318
297,336,366,343,318
297,336,366,343,318
297,336,365,342,318
297,336,365,342,318
297,336,366,342,318
296,335,365,342,317
297,336,366,342,318
297,336,366,342,318
297,336,366,342,318
297,336,365,342,317
296,336,365,342,317
296,336,365,342,317
295,335,364,341,316
296,335,364,341,317
295,334,364,341,317
296,343,364,341,317
296,335,364,341,317
295,335,364,340,317
295,335,364,341,317
296,343,364,341,316
296,343,365,341,317
296,335,365,341,317
287,335,365,341,316
296,343,364,341,317
296,335,364,341,317
295,335,364,341,317
303,335,364,341,317
295,335,364,340,317
295,334,363,340,316
292,332,361,339,315
293,333,362,339,315
294,333,362,339,315
295,334,363,340,316
295,334,363,340,316
295,334,363,340,316
295,334,363,340,316
295,334,363,340,316
294,334,363,339,316
294,334,363,339,316
294,334,363,340,316
294,334,363,339,316
294,334,363,339,316
295,334,363,340,316
294,332,362,340,316
294,334,363,339,316
294,334,363,339,316
294,333,361,338,315
294,334,362,339,316
293,332,361,338,315
294,333,362,338,316
293,333,362,339,315
293,333,362,338,315
293,333,362,338,315
293,333,362,338,315
293,333,362,338,315
292,332,362,338,315
293,333,362,338,315
293,333,362,337,314
293,333,362,338,315
294,333,362,338,315
294,333,362,339,315
293,333,362,339,315
294,333,362,338,315
294,333,362,337,314
292,332,361,337,314
293,333,362,337,314
293,333,362,338,315
294,333,362,338,315
293,333,361,337,314
294,333,362,339,316
294,334,362,339,316
294,333,362,338,316
292,332,361,337,314
292,332,361,337,314
293,333,361,338,315
